title,author,price,avg_reviews
Mastering Computer Vision with TensorFlow 2.x: Build advanced computer vision applications using machine learning and deep learning techniques,[Krishnendu Kar],44.99,3.9
DEEP LEARNING WITH PYTHON: 3 in 1- Beginners Guide+ Simple and Effective Tips and Tricks+ Advanced Guide to Learn Deep Learning with Python,[Benjamin Smith],49.99,3.5
Practical Machine Learning with H2O: Powerful Scalable Techniques for Deep Learning and AI,[Darren Cook],33.09,4.2
Deep Learning Approaches for Security Threats in IoT Environments,"[Mohamed Abdel-Basset,Nour Moustafa et al.]",140,
Artificial Intelligence and Deep Learning in Pathology,[Stanley Cohen MD],82.3,4.1
Grokking Artificial Intelligence Algorithms: Understand and apply the core algorithms of deep learning and artificial intelligence in this friendly illustrated guide including exercises and examples,[Rishal Hurbans],55.95,4.5
Codeless Deep Learning with KNIME: Build train and deploy various deep neural network architectures using KNIME Analytics Platform,"[Kathrin Melcher,Rosaria Silipo]",49.99,4.4
Deep Learning Applications (Advances in Intelligent Systems and Computing 1098),,104.51,
Deep Learning with Python: Learn Best Practices of Deep Learning Models with PyTorch,"[Nikhil Ketkar,Jojo Moolayil]",32.99,4
Artificial Intelligence in Healthcare: AI Machine Learning and Deep and Intelligent Medicine Simplified for Everyone,[Dr Parag Suresh Mahajan MD],29.99,4.7
Getting started with Deep Learning for Natural Language Processing: Learn how to build NLP applications with Deep Learning (English Edition),[Sunil Patel],29.95,4.6
Neural Networks and Deep Learning: A Textbook,[Charu C. Aggarwal],49,4.5
Deep Learning with PyTorch: A practical approach to building neural network models using PyTorch,[Vishnu Subramanian],31.75,3.5
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,,45.39,4.5
Deep Learning with R Second Edition,"[Francois Chollet,Tomasz Kalinowski et al.]",59.99,4.6
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,[Chip Huyen],43.49,4.7
Deep Learning for the Earth Sciences: A Comprehensive Approach to Remote Sensing Climate Science and Geosciences,"[Gustau Camps-Valls,Devis Tuia et al.]",106.99,5
Math and Architectures of Deep Learning,[Krishnendu Chaudhury],49.99,
Programming Machine Learning: From Coding to Deep Learning,[Paolo Perrotta],33.49,4.8
Beginning Anomaly Detection Using Python-Based Deep Learning: With Keras and PyTorch,"[Sridhar Alla,Suman Kalyan Adari]",25.49,4.3
Deep Reinforcement Learning: Fundamentals Research and Applications,"[Hao Dong,Zihan Ding et al.]",137.42,4.5
Deep Learning for Personalised Healthcare Services (Issn 7),"[Jain,Vishal et al.]",103.29,
Deep Learning in a Disorienting World,[Jon F. Wergin],35.99,5
Artificial Intelligence Engines: A Tutorial Introduction to the Mathematics of Deep Learning,[James V Stone],23.99,4.3
Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines,[Kirill Kolodiazhnyi],49.99,4.3
Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation Model Building and MLOps,"[Valliappa Lakshmanan,Sara Robinson et al.]",36.99,4.6
Deep Learning with Hadoop,[Dipayan Dev],41.99,4.7
Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks,[Jay Dawani],39.99,4
Mastering OpenCV 4 with Python: A practical guide covering topics from image processing augmented reality to deep learning with OpenCV 4 and Python 3.7,[Alberto Fernandez Villan],44.99,4
Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python,[Kunal Sawarkar],44.64,4.8
Advanced Deep Learning with Python: Design and implement advanced next-generation AI solutions using TensorFlow and PyTorch,[Ivan Vasilev],44.99,4.6
Differentiation and the Brain: How Neuroscience Supports the Learner-Friendly Classroom (Use Brain-Based Learning and Neuroeducation to Differentiate Instruction),"[David A. Sousa,Carol Ann Tomlinson]",31.38,4.7
Programming PyTorch for Deep Learning: Creating and Deploying Deep Learning Applications,[Ian Pointer],34.49,4.1
MATLAB Deep Learning: With Machine Learning Neural Networks and Artificial Intelligence,[Phil Kim],37.09,4.2
Deep Learning for Radar and Communications Automatic Target Recognition,"[Uttam K. Majumder,Erik P. Blasch et al.]",179,
Deep Learning: A Practitioners Approach,"[Josh Patterson,Adam Gibson]",23.49,4.2
Synthetic Data for Deep Learning (Springer Optimization and Its Applications 174),,169.99,3.5
Deep Reinforcement Learning with Python: Master classic RL deep RL distributional RL inverse RL and more with OpenAI Gym and TensorFlow 2nd Edition,[Sudharsan Ravichandiran],39.99,4.4
Python Machine Learning - Second Edition: Machine Learning and Deep Learning with Python scikit-learn and TensorFlow,"[Sebastian Raschka,Vahid Mirjalili]",41.99,4.5
Essentials of Deep Learning and AI: Experience Unsupervised Learning Autoencoders Feature Engineering and Time Series Analysis with TensorFlow Keras and scikit-learn (English Edition),"[Shashidhar Soppin,Dr. Manjunath Ramachandra et al.]",29.95,5
Hands-On Deep Learning with Apache Spark: Build and deploy distributed deep learning applications on Apache Spark,[Guglielmo Iozzia],46.99,4
Deep Learning from the Basics: Python and Deep Learning: Theory and Implementation,[Koki Saitoh],39.99,4.3
Introduction to Machine Learning with Python: A Guide for Data Scientists,,45,4.5
Machine Learning Engineering,[Andriy Burkov],39.49,4.7
Feature Store for Machine Learning: Curate discover share and serve ML features at scale,[Jayanth Kumar M J],39.99,5
Machine Learning Fundamentals,[Hui Jiang],47.49,4.3
Applied Machine Learning Explainability Techniques: Make ML models explainable and trustworthy for practical applications using LIME SHAP and more,[Aditya Bhattacharya],44.99,5
Machine Learning in the Oil and Gas Industry: Including Geosciences Reservoir Engineering and Production Engineering with Python,"[Yogendra Narayan Pandey,Ayush Rastogi et al.]",26.99,4.9
Machine Learning For Dummies,[John Paul Mueller],20.49,4.2
Journey to Become a Google Cloud Machine Learning Engineer: Build the mind and hand of a Google Certified ML professional,[Dr. Logan Song],42.74,
Advances in Financial Machine Learning,[Marcos Lopez de Prado],40.49,4.5
Machine Learning: A Probabilistic Perspective (Adaptive Computation and Machine Learning series),,96.46,4.4
Machine Learning: A Constraint-Based Approach,"[Marco Gori,Alessandro Betti et al.]",105,
AWS Certified Machine Learning Specialty: MLS-C01 Certification Guide: The definitive guide to passing the MLS-C01 exam on the very first attempt,"[Somanath Nanda,Weslley Moura]",49.99,4.2
Pattern Recognition and Machine Learning (Information Science and Statistics),[Christopher M. Bishop],76.1,4.6
Fundamentals of Machine Learning for Predictive Data Analytics second edition: Algorithms Worked Examples and Case Studies,"[John D. Kelleher,Brian Mac Namee et al.]",80,4.8
Machine Learning for Asset Managers (Elements in Quantitative Finance),,20,4.5
Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI,[Robert (Munro) Monarch],42.49,4.4
Interpretable Machine Learning with Python: Learn to build interpretable high-performance models with hands-on real-world examples,[Serg MasÃ­s],40.41,4.6
Machine Learning for Streaming Data with Python: Rapidly build practical online machine learning solutions using River and other top key frameworks,[Joos Korstanje],44.99,5
Machine Learning Engineering in Action,[Ben Wilson],52.24,5
Gaussian Processes for Machine Learning (Adaptive Computation and Machine Learning series),"[Carl Edward Rasmussen,Christopher K. I. Williams]",50,4.7
Understanding Machine Learning: From Theory to Algorithms,"[Shai Shalev-Shwartz,Shai Ben-David]",62.99,4.4
Machine Learning in Finance: From Theory to Practice,"[Matthew F. Dixon,Igor Halperin et al.]",83.8,4.5
Machine Learning with Amazon SageMaker Cookbook: 80 proven recipes for data scientists and developers to perform machine learning experiments and deployments,[Joshua Arvin Lat],51.99,4.9
Introduction to Statistical and Machine Learning Methods for Data Science,"[Dr. Carlos Andre Reis Andre Reis Pinheiro,Mike Patetta]",29.95,5
Probabilistic Numerics: Computation as Machine Learning,"[Philipp Hennig,Michael A. Osborne et al.]",62.99,
Knowledge Graphs: Fundamentals Techniques and Applications (Adaptive Computation and Machine Learning series),,52.25,4.3
Scaling Machine Learning with Spark: Distributed ML with MLlib TensorFlow and PyTorch,[Adi Polak],64.31,
Building Machine Learning Pipelines: Automating Model Life Cycles with TensorFlow,"[Hannes Hapke,Catherine Nelson]",35.49,4.5
Hey Cyba,[Steve Young],22.3,4.3
Python Programming for Beginners: The #1 Python Programming Crash Course for Beginners to Learn Python Coding Well & Fast (with Hands-On Exercises),[Codeone Publishing],19.45,4.3
Machine Learning: A Bayesian and Optimization Perspective,[Sergios Theodoridis],74.42,4.6
Machine Learning: A Quantitative Approach,[Henry H Liu],49.99,4.8
Machine Learning for Text,[Charu C. Aggarwal],75.9,
Machine Learning revised and updated edition (The MIT Press Essential Knowledge series),,15.95,4.1
Machine Learning Guide for Oil and Gas Using Python: A Step--Step Breakdown with Data Algorithms Codes and Applications,"[Hoss Belyadi,Alireza Haghighat]",115.78,5
Automated Machine Learning for Business,"[Kai R. Larsen,Daniel S. Becker]",45,5
Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),,71.2,4.3
Natural Language Processing with Transformers Revised Edition,"[Lewis Tunstall,Leandro von Werra et al.]",45.29,4.1
Mastering Azure Machine Learning: Execute large-scale end-to-end machine learning with Azure 2nd Edition,"[Christoph Korner,Marcel Alsdorf]",44.99,5
Getting Started with Natural Language Processing,[Ekaterina Kochmar],39.99,
Build Your Own Programming Language: A programmers guide to designing compilers interpreters and DSLs for solving modern computing problems,[Clinton L. Jeffery],40.49,4.3
Introduction to Online Convex Optimization second edition (Adaptive Computation and Machine Learning series),,60,
Machine Learning in Asset Pricing (Princeton Lectures in Finance 1),,42.99,4.3
Data Cleaning and Exploration with Machine Learning: Get to grips with machine learning techniques to achieve sparkling-clean data quickly,[Michael Walker],49.99,5
Machine Learning Engineering on AWS: Building Scaling and Securing Machine Learning Systems and MLOps Pipelines in Production,[Joshua Arvin Lat],44.99,
Practical Machine Learning for Computer Vision: End-to-End Machine Learning for Images,"[Valliappa Lakshmanan,Martin GÃ¶rner et al.]",52.99,4.1
Getting Started with Amazon SageMaker Studio: Learn to build end-to-end machine learning projects in the SageMaker machine learning IDE,[Michael Hsieh],41.99,4.8
Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,[Adi Wijaya],49.99,4.6
AWS Certified Machine Learning Study Guide: Specialty (MLS-C01) Exam,"[Shreyas Subramanian,Stefan Natu]",35.49,4.9
Reinforcement Learning second edition: An Introduction (Adaptive Computation and Machine Learning series),,66.44,4.6
Envisioning Information,[Edward R. Tufte],42,4.6
Kubeflow for Machine Learning: From Lab to Production,"[Trevor Grant,Holden Karau et al.]",29.6,4.1
Tree-Based Methods for Statistical Learning in R: A Practical Introduction with Applications in R (Chapman & Hall/CRC Data Science Series),,86.32,
The Pragmatic Programmer: Your Journey To Mastery 20th Anniversary Edition (2nd Edition),"[David Thomas,Andrew Hunt]",30.26,4.8
Python Machine Learning Workbook for Beginners: 10 Machine Learning Projects Explained from Scratch,,19.99,4.6
Data Science and Machine Learning Interview Questions Using R: Crack the Data Scientist and Machine Learning Engineers Interviews with Ease (English Edition),[Vishwanathan Narayanan],19.95,4.3
Automated Machine Learning on AWS: Fast-track the development of your production-ready machine learning applications the AWS way,"[Trenton Potgieter,Jonathan Dahlberg]",44.99,4.8
Quantum Machine Learning with Python: Using Cirq from Google Research and IBM Qiskit,[Santanu Pattanayak],28.98,3.9
TensorFlow Machine Learning Projects: Build 13 real-world projects with advanced numerical computations using the Python ecosystem,"[Ankit Jain,Armando Fandango et al.]",36.99,4
Applied Machine Learning and AI for Engineers: Solve Business Problems That Cant Be Solved Algorithmically,[Jeff Prosise],64.36,
An Introduction to Machine Learning,[Miroslav Kubat],56.99,
Linear Algebra and Learning from Data,[Gilbert Strang],82.47,4.6
Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists,"[Alice Zheng,Amanda Casari]",42.49,4.5
Fundamentals of Machine Learning for Predictive Data Analytics: Algorithms Worked Examples and Case Studies (The MIT Press),"[John D. Kelleher,Brian Mac Namee et al.]",59.94,4.6
Feature Engineering Bookcamp,[Sinan Ozdemir],49.99,
Build Your Own AI Investor: Third Edition (AI Investor Series),[Dr. Damon Lee],52.99,4.2
Text Data Mining,"[Chengqing Zong,Rui Xia et al.]",29.31,5
Mathematics for Machine Technology,"[John C. Peterson,Robert D. Smith]",125.99,4.6
Distributed Machine Learning Patterns,[Yuan Tang],59.99,
Machine Learning and Security: Protecting Systems with Data and Algorithms,"[Clarence Chio,David Freeman]",44.49,4.5
Machine Learning for Beginners: Learn to Build Machine Learning Systems Using Python (English Edition),[Harsh Bhasin],16.23,3.9
Python for Data Science: 2 Books in 1. A Practical Beginnerâ€™s Guide to learn Python Programming introducing into Data Analytics Machine learning Web Development with Hands-on Projects,[ERICK THOMPSON],24.99,3.5
The Machine Learning Workshop: Get ready to develop your own high-performance machine learning algorithms with scikit-learn 2nd Edition,[Hyatt Saleh],36.99,4.6
Bayesian Reasoning and Machine Learning,[David Barber],81.99,4.2
Bayesian Optimization,[Roman Garnett],44.99,
Introduction To Machine Learning In Quantitative Finance An (Advanced Textbooks In Mathematics),"[Hao Ni,Xin Dong et al.]",38.99,3.6
Data Mining and Machine Learning: Fundamental Concepts and Algorithms,"[Mohammed J. Zaki,Wagner Meira Jr]",55.24,4.7
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies,[Steven Finlay],19.99,4.4
Practical Machine Learning with Spark: Uncover Apache Sparkâ€™s Scalable Performance with High-Quality Algorithms Across NLP Computer Vision and ML(English Edition),"[Gourav Gupta,Dr. Manish Gupta et al.]",29.95,
Machine Learning in Business: An Introduction to the World of Data Science,[John C Hull],39,4.9
A First Course in Machine Learning (Chapman & Hall/CRC Machine Learning & Pattern Recognition),"[Simon Rogers,Mark Girolami]",43.96,4.4
Statistics Data Mining and Machine Learning in Astronomy: A Practical Python Guide for the Analysis of Survey Data Updated Edition (Princeton Series in Modern Observational Astronomy 13),"[Å½eljko IveziÄ‡,Andrew J. Connolly et al.]",78.8,4.9
Google BigQuery: The Definitive Guide: Data Warehousing Analytics and Machine Learning at Scale,"[Valliappa Lakshmanan,Jordan Tigani]",29.99,4.5
Machine Learning: An Algorithmic Perspective (Chapman & Hall/CRC Machine Learning & Pattern Recognition),,78.96,4.2
SQL FOR BEGINNERS: THE FUNDAMENTAL LANGUAGE FOR DATA SCIENCE TO MASTERING DATABASES. AN ESSENTIAL GUIDE YOU CANâ€™T MISS TO LEARN SQL IN 7 DAYS OR LESS WITH HANDS-ON PROJECTS.,[ERICK THOMPSON],13.99,3.9
Introduction to Data Mining and Analytics,[Kris Jamsa],67.65,4.6
Machine Learning for Hackers: Case Studies and Algorithms to Get You Started,"[Drew Conway,John Myles White]",49.99,3.7
Automated Machine Learning in Action,"[Qingquan Song,Haifeng Jin et al.]",44.99,4.5
A Primer on Machine Learning in Subsurface Geosciences (SpringerBriefs in Petroleum Geoscience & Engineering),,72,5
Machine Learning Refined: Foundations Algorithms and Applications,"[Jeremy Watt,Reza Borhani et al.]",60.61,3.9
Programming for Data Science: 4 Books in 1. The Complete Beginners Guide you Canâ€™t Miss to Master the Era of the Data Economy using Python Java SQL Coding,[ERICK THOMPSON],33.99,4
Hands-On Unsupervised Learning Using Python: How to Build Applied Machine Learning Solutions from Unlabeled Data,[Ankur A. Patel],35.5,4.1
Reliable Machine Learning: Applying SRE Principles to ML in Production,"[Cathy Chen,Niall Murphy et al.]",61.99,
Building Machine Learning Powered Applications: Going from Idea to Product,[Emmanuel Ameisen],36.74,4.4
Machine Learning,[Peter Flach],53.99,4.2
Exploring GPT-3: An unofficial first look at the general-purpose language processing API from OpenAI,"[Steve Tingiris,Bret Kinsella]",49.99,4.4
Math for Programmers: 3D graphics machine learning and simulations with Python,[Paul Orland],40.84,4.5
Hands-On Julia Programming: An Authoritative Guide to the Production-Ready Systems in Julia (English Edition),[Sambit Kumar Dash],29.95,3.3
Data Mining: Practical Machine Learning Tools and Techniques (Morgan Kaufmann Series in Data Management Systems),,51.57,4.2
Machine Learning for Financial Risk Management with Python: Algorithms for Modeling Risk,[Abdullah Karasan],49.99,3.8
System Design Interview â€“ An insiders guide,[Alex Xu],37.99,4.6
Linear Algebra and Optimization for Machine Learning: A Textbook,[Charu C. Aggarwal],47.27,4.6
Data Algorithms with Spark: Recipes and Design Patterns for Scaling Up using PySpark,[Mahmoud Parsian],45.56,5
Graph Machine Learning: Take graph data to the next level applying machine learning techniques and algorithms,"[Claudio Stamile,Aldo Marzullo et al.]",46.99,4
Machine Learning Pocket Reference: Working with Structured Data in Python,[Matt Harrison],20.99,4.6
Distributed Machine Learning with Python: Accelerating model training and serving with distributed systems,[Guanhua Wang],46.99,4
Machine Learning Engineering with Python: Manage the production life cycle of machine learning models using MLOps with practical examples,[Andrew P. McMahon],39.99,4.5
Practical Robotics in C++: Build and Program Real Autonomous Robots Using Raspberry Pi (English Edition),[Lloyd Brombach],29.95,4.5
Python Programming: 3 Books in 1: The Complete Beginnerâ€™s Guide to Learning the Most Popular Programming Language,[Dylan Penny],23.99,4.1
Serverless Architectures on AWS Second Edition,"[Peter Sbarski,Yan Cui et al.]",34.99,4.3
Automated Machine Learning with Microsoft Azure: Build highly accurate and scalable end-to-end AI solutions with Azure AutoML,[Dennis Michael Sawyers],46.99,4.6
Machine Learning for Computer Scientists and Data Analysts: From an Applied Perspective,"[Setareh Rafatirad,Houman Homayoun et al.]",121,
Interpretable AI: Building explainable machine learning systems,[Ajay Thampi],59.99,4.5
Machine Learning with Dynamics 365 and Power Platform: The Ultimate Guide to Apply Predictive Analytics,"[Aurelien Clere,Vinnie Bansal et al.]",37.51,3.3
Machine Learning with TensorFlow Second Edition,[Mattmann A. Chris],46.61,4.2
Machine Learning: Architecture in the age of Artificial Intelligence,[Phil Bernstein],46.95,4.7
Machine Learning: An Applied Mathematics Introduction,[Paul Wilmott],19.99,4.5
Practical MLOps: Operationalizing Machine Learning Models,"[Noah Gift,Alfredo Deza]",45.18,3.9
An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),,72.02,4.6
Python Machine Learning Example: Build intelligent systems using Python TensorFlow 2 PyTorch and scikit-learn 3rd Edition,[Yuxi (Hayden) Liu],34.99,4.5
The Elements of Statistical Learning: Data Mining Inference and Prediction Second Edition (Springer Series in Statistics),,61.93,4.6
PYTHON CRASH COURSE: A PRACTICAL BEGINNERS GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING WITH HANDS-ON PROJECT,[ERICK THOMPSON],14.99,3.8
Artificial Intelligence: A Textbook,[Charu C. Aggarwal],53.54,4.1
Advanced Statistics for Health Research,"[Richard J. Butler,Matthew J. Butler et al.]",108,
Patterns Predictions and Actions: Foundations of Machine Learning,"[Moritz Hardt,Benjamin Recht]",49.99,
Python Feature Engineering Cookbook: Over 70 recipes for creating engineering and transforming features to build machine learning models,[Soledad Galli],39.99,4
Machine Learning: Master Supervised and Unsupervised Learning Algorithms with Real Examples (English Edition),"[Dr Ruchi Doshi,Dr Kamal Kant Hiran et al.]",19.95,3.8
Text as Data: A New Framework for Machine Learning and the Social Sciences,"[Justin Grimmer,Margaret E. Roberts et al.]",35.99,4.8
Machine Learning from Weak Supervision: An Empirical Risk Minimization Approach (Adaptive Computation and Machine Learning series),"[Masashi Sugiyama,Han Bao et al.]",65,
Introduction to Machine Learning fourth edition (Adaptive Computation and Machine Learning series),,57.99,4.7
Quantum Computing for Programmers,[Robert Hundt],45.3,4.3
Computer Programming for Beginners: Fundamentals of Programming Terms and Concepts,[Nathan Clark],18.99,4.4
Practical Simulations for Machine Learning: Using Synthetic Data for AI,"[Paris Buttfield-Addison,Mars Buttfield-Addison et al.]",46.49,5
Machine Learning: A First Course for Engineers and Scientists,"[Andreas Lindholm,Niklas WahlstrÃ¶m et al.]",69.99,5
Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code,[Al Sweigart],30.22,4.7
Fluent Python: Clear Concise and Effective Programming,[Luciano Ramalho],50.99,4.7
Python Distilled (Developers Library),[David Beazley],46.82,4.6
Python and Algorithmic Thinking for the Complete Beginner (2nd Edition): Learn to Think Like a Programmer,[Aristides S Bouras],48.98,4.5
Python Basics: A Practical Introduction to Python 3,"[David Amos,Dan Bader et al.]",37.99,4.7
Mathematical Logic through Python,[Gonczarowski Yannai A.],29.99,5
Python Programming: An Introduction to Computer Science 3rd Ed.,[John Zelle],42.75,4.6
Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries 4th Edition,"[Steven F. Lott,Dusty Phillips]",38.24,4.3
Think Python: How to Think Like a Computer Scientist,,28.99,4.6
Learn Python Programming: An in-depth introduction to the fundamentals of Python 3rd Edition,"[Fabrizio Romano,Heinrich Kruger]",37.11,4.2
Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,[Sofien Kaabar],64.32,
Robust Python: Write Clean and Maintainable Code,[Patrick Viafore],32.99,4.5
Django 4 Example: Build powerful and reliable Python web applications from scratch 4th Edition,"[Antonio Mele,Bob Belderbos]",47.18,5
Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications 2nd Edition,[Alan D. Moore],39.99,4.4
Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaws Hard Way Series),,31.99,4.4
Python in a Nutshell: A Desktop Quick Reference,"[Alex Martelli,Anna Ravenscroft et al.]",79.99,
Teach Yourself VISUALLY Python (Teach Yourself VISUALLY (Tech)),"[Ted Hart-Davis,Guy Hart-Davis]",30,
Advanced Python Scripting for ArcGIS Pro,[Paul A. Zandbergen],40.99,4.4
Infrastructure as Code Patterns and Practices: With examples in Python and Terraform,[Rosemary Wang],56.99,4.8
Effective Python: 90 Specific Ways to Write Better Python (Effective Software Development Series),,40.86,4.7
Architecture Patterns with Python: Enabling Test-Driven Development Domain-Driven Design and Event-Driven Microservices,"[Harry Percival,Bob Gregory]",44.37,4.6
Computational Cell Physiology: With Examples In Python,[Stephen M Baylor],39,5
The Book of Dash: Build Dashboards with Python and Plotly,"[Adam Schroeder,Christian Mayer et al.]",34.99,
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,,37.41,4.4
Mastering Python: Write powerful and efficient code using the full range of Pythons capabilities 2nd Edition,[Rick van Hattem],42.74,4.7
Murachs Python Programming,"[Michael Urban,Joel Murach et al.]",34.3,4.5
El lenguaje de programaciÃ³n Python de principio a fin (Spanish Edition),[Angel Pablo Hinojosa GutiÃ©rrez],18.83,5
Building Versatile Mobile Apps with Python and REST: RESTful Web Services with Django and React,[Art Yudin],39.99,4
Kalman Filter Made Easy: A Beginners Guide to the Kalman Filter and Extended Kalman Filter with Real Life Examples Supported Python Source Code,[William Franklin],29.99,3.5
Scaling Python with Ray: Adventures in Cloud and Serverless Patterns,"[Holden Karau,Boris Lublinsky]",56.26,
Data Visualization with Python and JavaScript: Scrape Clean Explore and Transform Your Data,[Kyran Dale],56.26,
The Well-Grounded Python Developer,[Doug Farrell],49.99,
Algorithmic Short Selling with Python: Refine your algorithmic trading edge consistently generate investment ideas and build a robust long/short product,"[Laurent Bernut,Michael Covel]",49.39,4.9
Publishing Python Packages: Test share and automate your projects,[Dane Hillard],49.99,
Create GUI Applications with Python & Qt6 (PyQt6 Edition): The hands-on guide to making apps with Python,,39,4
Mastering Object-Oriented Python: Build powerful applications with reusable code using OOP design patterns and Python 3.7 2nd Edition,[Steven F. Lott],33.48,4.6
Mastering Python for Networking and Security: Leverage the scripts and libraries of Python version 3.7 and beyond to overcome networking and security issues 2nd Edition,[JosÃ© Manuel Ortega],39.99,4.9
Quantum Chemistry and Computing for the Curious: Illustrated with Python and QiskitÂ® code,"[Keeper L. Sharkey,Alain Chance et al.]",47.99,4.8
Metaprogramming with Python: A programmers guide to writing reusable code to build smarter applications,[Sulekha AloorRavi],44.99,
Building Python Web APIs with FastAPI: A fast-paced guide to building high-performance robust web APIs with very little boilerplate code,[Abdulazeez Abdulazeez Adeshina],39.99,4.4
Dead Simple Python: Idiomatic Python for the Impatient Programmer,[Jason C McDonald],59.99,
Python for Cybersecurity: Using Python for Cyber Offense and Defense,[Howard E. Poston III],18.74,4.6
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,[Al Sweigart],19.37,4.7
Web Scraping with Python: Collecting More Data from the Modern Web,[Ryan Mitchell],33.49,4.6
Data Structures and Algorithms in Python,"[Roberto Tamassia,Michael H. Goldwasser et al.]",99.88,4.3
Python Workout: 50 ten-minute exercises,[Reuven M. Lerner],56.99,4.9
Real-World Python: A Hackers Guide to Solving Problems with Code,[Lee Vaughan],24.49,4.7
Full-Color Illustration Data Structrues & Algorithms Python: Easy and Interesting to Learn Through Full-Color Diagrams (Python Foundation & Design Patterns & Data Structures & Algorithms),[yang hu],49.99,
Python Programming and Visualization for Scientists,"[Alex Decaria,Grant W Petty et al.]",44.43,5
Easy Learning Python 3: Python for Beginners Guide (Easy Learning Python and design patterns and data structures and algorithms),[yang hu],18.53,3.9
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaws Hard Way Series),,37.99,4.6
Scientific Computing with Python: High-performance scientific computing with NumPy SciPy and pandas 2nd Edition,"[Claus FÃ¼hrer,Jan Erik Solem et al.]",39.99,4.6
Mastering Python for Bioinformatics: How to Write Flexible Documented Tested Python Code for Research Computing,[Ken Youens-Clark],61.18,5
Head First Python: A Brain-Friendly Guide,[Paul Barry],50.62,4.6
Learning Python with Raspberry Pi,"[Alex Bradbury,Ben Everard]",17.39,4.2
Data Visualization in Python,[Daniel Nelson],37.99,3.3
Intuitive Python: Productive Development for Projects that Last,[David Muller],17.59,5
Python for Microcontrollers: Getting Started with MicroPython,[Donald Norris],16.63,4.2
Python Testing with pytest: Simple Rapid Effective and Scalable,[Brian Okken],37.06,4.5
Python Cookbook Third Edition,,50.68,4.6
Python in easy steps,,10.66,4.6
Python Programming: The Ultimate Beginners Guide to Learn Python Programming Step--Step (Computer Programming),,25.99,4.5
Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns 2nd Edition,[Quan Nguyen],49.99,4.3
High Performance Python: Practical Performant Programming for Humans,"[Micha Gorelick,Ian Ozsvald]",28.49,4.7
Doing Math with Python: Use Programming to Explore Algebra Statistics Calculus and More!,[Amit Saha],28.02,4.5
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,[Robert Loredo],41.99,4.5
Interpretable Machine Learning with Python: Build explainable fair and robust high-performance models with hands-on real-world examples 2nd Edition,[Serg MasÃ­s],49.99,
Programming with MicroPython: Embedded Programming with Microcontrollers and Python,[Nicholas H. Tollervey],39.49,4.1
Using Python for Principles of Econometrics,[Constantin Colonescu],29.4,5
Network Programming in Python: The Basic: A Detailed Guide to Python 3 Network Programming and Management (English Edition),[John Galbraith],24.95,
Classic Computer Science Problems in Python,[David Kopec],29.99,4.4
Hyperparameter Tuning with Python: Boost your machine learning models performance via hyperparameter tuning,[Louis Owen],44.99,5
Ethical Hacking: A Hands-on Introduction to Breaking In,[Daniel G. Graham],32.99,4.8
Python Flash Cards: Syntax Concepts and Examples,[Eric Matthes],24.48,4.7
The Pythonic Way: An Architectâ€™s Guide to Conventions and Best Practices for the Design Development Testing and Management of Enterprise Python Code (English Edition),[Sonal Raj],29.95,5
Flask Web Development: Developing Web Applications with Python,[Miguel Grinberg],36.49,4.5
Python Scripting for ArcGIS Pro,[Paul A. Zandbergen],50.99,4.5
Artificial Intelligence in Finance: A Python-Based Guide,[Yves Hilpisch],45.5,4.3
Algorithms Python (2 Edition): Easy to learn algorithms through full-color diagrams. (Easy Learning Python and design patterns and data structures and algorithms),[yang hu],49.99,
Algorithmic Trading with Python: Quantitative Methods and Strategy Development,[Chris Conlan],28.49,4.2
Quantitative Finance with Python: A Practical Guide to Investment Management Trading and Financial Engineering (Chapman and Hall/CRC Financial Mathematics Series),[Chris Kelliher],96,
